Bin Id,Bin Usage,Bin Type
P-1-A221F442,PRIME,PALLET-SINGLE
P-1-A237E423,PRIME,PALLET-SINGLE
P-1-A237D450,PRIME,PALLET-SINGLE
P-1-A241A253,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A237E342,PRIME,PALLET-SINGLE
P-5-B250A270,RANDOM_STOW,PALLET-SINGLE
P-1-A222F450,PRIME,PALLET-SINGLE
P-1-A241A281,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F205A490,PRIME_PUTBACK,PALLET-SINGLE
P-1-A241A333,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A211G302,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A249E382,PRIME,PALLET-SINGLE
P-1-A230B501,PRIME,PALLET-SINGLE
P-1-A232A293,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A233F230,PRIME,PALLET-SINGLE
P-1-A237F301,PRIME,PALLET-SINGLE
P-1-A229A441,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A237F340,PRIME,PALLET-SINGLE
P-1-A237G482,PRIME,PALLET-SINGLE
P-1-A209G202,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A232A350,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A239G381,PRIME,PALLET-SINGLE
P-1-A232A351,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F209A490,PRIME_PUTBACK,PALLET-SINGLE
P-1-A237F352,PRIME,PALLET-SINGLE
P-1-A216B252,PRIME,PALLET-SINGLE
P-1-A245F461,PRIME,PALLET-SINGLE
P-1-A222A481,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A225D471,PRIME,PALLET-SINGLE
P-1-A232A352,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F303A140,PRIME_PUTBACK,PALLET-SINGLE
P-1-A219C263,PRIME,PALLET-SINGLE
P-1-A222E481,PRIME,PALLET-SINGLE
P-1-A237G383,PRIME,PALLET-SINGLE
P-5-C400A320,RANDOM_STOW,PALLET-SINGLE
P-1-A228G290,PRIME,PALLET-SINGLE
P-1-A240F410,PRIME,PALLET-SINGLE
P-1-A221G413,PRIME,PALLET-SINGLE
P-1-A232G363,PRIME,PALLET-SINGLE
P-1-F302A120,PRIME_PUTBACK,PALLET-SINGLE
P-1-A237D322,PRIME,PALLET-SINGLE
P-1-B211A349,PRIME_PUTBACK,PALLET-SINGLE
P-1-A217C493,PRIME,PALLET-SINGLE
P-5-B283A396,RANDOM_STOW,PALLET-SINGLE
P-1-A235G301,PRIME,PALLET-SINGLE
P-1-A210E252,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-5-C185A178,RANDOM_STOW,PALLET-SINGLE
P-1-A228G370,PRIME,PALLET-SINGLE
P-1-A225D350,PRIME,PALLET-SINGLE
P-1-A228G371,PRIME,PALLET-SINGLE
P-1-A235B373,PRIME,PALLET-SINGLE
P-1-A218C412,PRIME,PALLET-SINGLE
P-1-A245G341,PRIME,PALLET-SINGLE
P-1-A216B212,PRIME,PALLET-SINGLE
P-1-F206A330,PRIME_PUTBACK,PALLET-SINGLE
P-1-A228A213,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A210G223,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A218G443,PRIME,PALLET-SINGLE
P-1-A237G483,PRIME,PALLET-SINGLE
P-1-A217G231,PRIME,PALLET-SINGLE
P-1-A239D442,PRIME,PALLET-SINGLE
P-1-A240A283,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A237F383,PRIME,PALLET-SINGLE
P-1-A228A231,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A224A450,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A217G420,PRIME,PALLET-SINGLE
P-1-A217E381,PRIME,PALLET-SINGLE
P-1-A240A342,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A216G211,PRIME,PALLET-SINGLE
P-1-A218G462,PRIME,PALLET-SINGLE
P-1-A222C481,PRIME,PALLET-SINGLE
P-1-A229G403,PRIME,PALLET-SINGLE
P-5-C188A272,RANDOM_STOW,PALLET-SINGLE
P-1-A226G282,PRIME,PALLET-SINGLE
P-1-A232F350,PRIME,PALLET-SINGLE
P-1-F201A490,PRIME_PUTBACK,PALLET-SINGLE
P-1-A224C390,PRIME,PALLET-SINGLE
P-1-F202A380,PRIME_PUTBACK,PALLET-SINGLE
P-1-A241A411,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A212F212,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A217F453,PRIME,PALLET-SINGLE
P-1-A218E482,PRIME,PALLET-SINGLE
P-1-B247A385,PRIME_PUTBACK,PALLET-SINGLE
P-5-C211A474,RANDOM_STOW,PALLET-SINGLE
P-1-A240A300,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A228B232,PRIME,PALLET-SINGLE
P-1-A241A431,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A236G502,PRIME,PALLET-SINGLE
P-1-A224G413,PRIME,PALLET-SINGLE
P-1-F204A380,PRIME_PUTBACK,PALLET-SINGLE
P-1-A237F342,PRIME,PALLET-SINGLE
P-1-A241E490,PRIME,PALLET-SINGLE
P-1-A213G242,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A237E490,PRIME,PALLET-SINGLE
P-1-A236G201,PRIME,PALLET-SINGLE
P-1-A232F353,PRIME,PALLET-SINGLE
P-1-A221G412,PRIME,PALLET-SINGLE
P-1-A228G261,PRIME,PALLET-SINGLE
P-1-A217B300,PRIME,PALLET-SINGLE
P-1-A241A273,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A225F321,PRIME,PALLET-SINGLE
P-1-A233A350,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A237G400,PRIME,PALLET-SINGLE
P-1-A233A352,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A245F321,PRIME,PALLET-SINGLE
P-1-F206A320,PRIME_PUTBACK,PALLET-SINGLE
P-1-A217D242,PRIME,PALLET-SINGLE
P-1-A229E401,PRIME,PALLET-SINGLE
P-1-A230D380,PRIME,PALLET-SINGLE
P-1-A223E273,PRIME,PALLET-SINGLE
P-1-A229G470,PRIME,PALLET-SINGLE
P-1-A233A322,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F301A330,PRIME_PUTBACK,PALLET-SINGLE
P-1-A217C422,PRIME,PALLET-SINGLE
P-1-A239A443,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A221G482,PRIME,PALLET-SINGLE
P-1-F205A400,PRIME_PUTBACK,PALLET-SINGLE
P-1-A237B302,PRIME,PALLET-SINGLE
P-1-A237C392,PRIME,PALLET-SINGLE
P-1-A210E270,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A224F243,PRIME,PALLET-SINGLE
P-1-A221A373,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F200A250,PRIME_PUTBACK,PALLET-SINGLE
P-1-A228B311,PRIME,PALLET-SINGLE
P-1-A211F280,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-5-C283A672,RANDOM_STOW,PALLET-SINGLE
P-1-A220F363,PRIME,PALLET-SINGLE
P-1-A233A370,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A215C223,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A237F411,PRIME,PALLET-SINGLE
P-1-A231E343,PRIME,PALLET-SINGLE
P-1-A217D472,PRIME,PALLET-SINGLE
P-1-A239G252,PRIME,PALLET-SINGLE
P-1-A218D423,PRIME,PALLET-SINGLE
P-1-A237D341,PRIME,PALLET-SINGLE
P-1-F206A380,PRIME_PUTBACK,PALLET-SINGLE
P-1-A233A472,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A218C432,PRIME,PALLET-SINGLE
P-1-A239G302,PRIME,PALLET-SINGLE
P-1-A241F451,PRIME,PALLET-SINGLE
P-1-A218E280,PRIME,PALLET-SINGLE
P-1-F209A340,PRIME_PUTBACK,PALLET-SINGLE
P-1-A224G450,PRIME,PALLET-SINGLE
P-1-A225A333,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A232D452,PRIME,PALLET-SINGLE
P-1-A232A211,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A249F481,PRIME,PALLET-SINGLE
P-1-A229G360,PRIME,PALLET-SINGLE
P-1-A225A370,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A245F491,PRIME,PALLET-SINGLE
P-1-A244E270,PRIME,PALLET-SINGLE
P-1-A241C442,PRIME,PALLET-SINGLE
P-1-A217D341,PRIME,PALLET-SINGLE
P-1-A217F441,PRIME,PALLET-SINGLE
P-5-C283A548,RANDOM_STOW,PALLET-SINGLE
P-1-A221F422,PRIME,PALLET-SINGLE
P-1-A226G411,PRIME,PALLET-SINGLE
P-1-A229F420,PRIME,PALLET-SINGLE
P-1-A240F382,PRIME,PALLET-SINGLE
P-1-A250G320,PRIME,PALLET-SINGLE
P-5-B295A210,RANDOM_STOW,PALLET-SINGLE
P-1-F206A400,PRIME_PUTBACK,PALLET-SINGLE
P-1-A245C492,PRIME,PALLET-SINGLE
P-1-A217F232,PRIME,PALLET-SINGLE
P-1-F205A460,PRIME_PUTBACK,PALLET-SINGLE
P-1-A218E410,PRIME,PALLET-SINGLE
P-1-A232F340,PRIME,PALLET-SINGLE
P-1-A218C411,PRIME,PALLET-SINGLE
P-1-A217D383,PRIME,PALLET-SINGLE
P-1-A228B230,PRIME,PALLET-SINGLE
P-1-A228E262,PRIME,PALLET-SINGLE
P-1-A224C260,PRIME,PALLET-SINGLE
P-1-A215F240,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A233A362,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A217E341,PRIME,PALLET-SINGLE
P-1-A217F243,PRIME,PALLET-SINGLE
P-1-A227A250,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A241A302,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F207A340,PRIME_PUTBACK,PALLET-SINGLE
P-1-A217G241,PRIME,PALLET-SINGLE
P-1-A217F230,PRIME,PALLET-SINGLE
P-1-A233A251,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A224C422,PRIME,PALLET-SINGLE
P-1-A224G290,PRIME,PALLET-SINGLE
P-1-A218D371,PRIME,PALLET-SINGLE
P-1-F208A500,PRIME_PUTBACK,PALLET-SINGLE
P-1-A233C430,PRIME,PALLET-SINGLE
P-1-A229G421,PRIME,PALLET-SINGLE
P-1-A233D270,PRIME,PALLET-SINGLE
P-1-A236G363,PRIME,PALLET-SINGLE
P-1-A235F260,PRIME,PALLET-SINGLE
P-1-F209A400,PRIME_PUTBACK,PALLET-SINGLE
P-1-F303A120,PRIME_PUTBACK,PALLET-SINGLE
P-5-C188A478,RANDOM_STOW,PALLET-SINGLE
P-1-A232A331,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A236A291,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A233A382,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F208A400,PRIME_PUTBACK,PALLET-SINGLE
P-1-A218E442,PRIME,PALLET-SINGLE
P-1-A225E260,PRIME,PALLET-SINGLE
P-1-A216C262,PRIME,PALLET-SINGLE
P-1-A227A211,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A221B480,PRIME,PALLET-SINGLE
P-1-F204A440,PRIME_PUTBACK,PALLET-SINGLE
P-1-A217E433,PRIME,PALLET-SINGLE
P-1-A228C271,PRIME,PALLET-SINGLE
P-1-A217E243,PRIME,PALLET-SINGLE
P-1-A233A402,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A224F411,PRIME,PALLET-SINGLE
P-1-A232C410,PRIME,PALLET-SINGLE
P-1-A230A401,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A220A363,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A225A362,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-5-B214A396,RANDOM_STOW,PALLET-SINGLE
P-1-A229G381,PRIME,PALLET-SINGLE
P-1-A229G372,PRIME,PALLET-SINGLE
P-5-B211A216,RANDOM_STOW,PALLET-SINGLE
P-5-C247A564,RANDOM_STOW,PALLET-SINGLE
P-5-C185A692,RANDOM_STOW,PALLET-SINGLE
P-1-F206A340,PRIME_PUTBACK,PALLET-SINGLE
P-1-A229E491,PRIME,PALLET-SINGLE
P-1-A248F411,PRIME,PALLET-SINGLE
P-1-A229F383,PRIME,PALLET-SINGLE
P-1-A249F440,PRIME,PALLET-SINGLE
P-1-A245E491,PRIME,PALLET-SINGLE
P-1-A217D490,PRIME,PALLET-SINGLE
P-1-A233A440,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A236A471,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A217G380,PRIME,PALLET-SINGLE
P-1-A222D440,PRIME,PALLET-SINGLE
P-1-A228G361,PRIME,PALLET-SINGLE
P-1-A248G301,PRIME,PALLET-SINGLE
P-1-A217B460,PRIME,PALLET-SINGLE
P-1-A217C500,PRIME,PALLET-SINGLE
P-1-A233F502,PRIME,PALLET-SINGLE
P-1-A250D450,PRIME,PALLET-SINGLE
P-1-A217E491,PRIME,PALLET-SINGLE
P-1-A226G412,PRIME,PALLET-SINGLE
P-1-A231E492,PRIME,PALLET-SINGLE
P-1-A228G262,PRIME,PALLET-SINGLE
P-1-A248F472,PRIME,PALLET-SINGLE
P-1-A233A283,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A218F451,PRIME,PALLET-SINGLE
P-1-A228B211,PRIME,PALLET-SINGLE
P-1-A240E333,PRIME,PALLET-SINGLE
P-1-A237G392,PRIME,PALLET-SINGLE
P-1-F200A240,PRIME_PUTBACK,PALLET-SINGLE
P-1-A233A353,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A225A401,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A224A201,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A231A302,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A220B483,PRIME,PALLET-SINGLE
P-5-C214A636,RANDOM_STOW,PALLET-SINGLE
P-1-A222B442,PRIME,PALLET-SINGLE
P-1-A217E270,PRIME,PALLET-SINGLE
P-1-A217F472,PRIME,PALLET-SINGLE
P-1-A221F401,PRIME,PALLET-SINGLE
P-1-A232E371,PRIME,PALLET-SINGLE
P-1-F205A260,PRIME_PUTBACK,PALLET-SINGLE
P-1-B247A260,PRIME_PUTBACK,PALLET-SINGLE
P-1-F301A240,PRIME_PUTBACK,PALLET-SINGLE
P-1-A232G340,PRIME,PALLET-SINGLE
P-1-A225C201,PRIME,PALLET-SINGLE
P-1-B211A325,PRIME_PUTBACK,PALLET-SINGLE
P-1-A218F351,PRIME,PALLET-SINGLE
P-1-A215A230,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A230D472,PRIME,PALLET-SINGLE
P-1-A233A273,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A229F463,PRIME,PALLET-SINGLE
P-1-A229A201,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A218G282,PRIME,PALLET-SINGLE
P-1-A228B301,PRIME,PALLET-SINGLE
P-1-A216B241,PRIME,PALLET-SINGLE
P-1-A217F443,PRIME,PALLET-SINGLE
P-1-A233A383,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A218E502,PRIME,PALLET-SINGLE
P-1-F207A310,PRIME_PUTBACK,PALLET-SINGLE
P-1-A222G223,PRIME,PALLET-SINGLE
P-1-A229B372,PRIME,PALLET-SINGLE
P-1-A236G352,PRIME,PALLET-SINGLE
P-1-F204A310,PRIME_PUTBACK,PALLET-SINGLE
P-1-A232C332,PRIME,PALLET-SINGLE
P-1-A217G462,PRIME,PALLET-SINGLE
P-1-A240F411,PRIME,PALLET-SINGLE
P-1-A219D262,PRIME,PALLET-SINGLE
P-1-A221F500,PRIME,PALLET-SINGLE
P-1-F201A310,PRIME_PUTBACK,PALLET-SINGLE
P-1-A250G341,PRIME,PALLET-SINGLE
P-5-C250A630,RANDOM_STOW,PALLET-SINGLE
P-5-B283A270,RANDOM_STOW,PALLET-SINGLE
P-1-A225G313,PRIME,PALLET-SINGLE
P-1-A218C421,PRIME,PALLET-SINGLE
P-1-F208A450,PRIME_PUTBACK,PALLET-SINGLE
P-1-A237F441,PRIME,PALLET-SINGLE
P-5-C250A614,RANDOM_STOW,PALLET-SINGLE
P-1-A229F431,PRIME,PALLET-SINGLE
P-1-A212C232,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A221A421,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A237G433,PRIME,PALLET-SINGLE
P-1-A232A323,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F209A320,PRIME_PUTBACK,PALLET-SINGLE
P-1-A245G392,PRIME,PALLET-SINGLE
P-1-A233A400,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F204A390,PRIME_PUTBACK,PALLET-SINGLE
P-1-A233A220,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A224E423,PRIME,PALLET-SINGLE
P-1-A225A241,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A217G451,PRIME,PALLET-SINGLE
P-1-A227G212,PRIME,PALLET-SINGLE
P-1-A241G283,PRIME,PALLET-SINGLE
P-1-A228D300,PRIME,PALLET-SINGLE
P-1-A222B492,PRIME,PALLET-SINGLE
P-1-F300A260,PRIME_PUTBACK,PALLET-SINGLE
P-5-B214A282,RANDOM_STOW,PALLET-SINGLE
P-1-A226G290,PRIME,PALLET-SINGLE
P-1-A231F420,PRIME,PALLET-SINGLE
P-1-A217C382,PRIME,PALLET-SINGLE
P-1-A218C413,PRIME,PALLET-SINGLE
P-1-F204A400,PRIME_PUTBACK,PALLET-SINGLE
P-1-A245G342,PRIME,PALLET-SINGLE
P-1-A230E481,PRIME,PALLET-SINGLE
P-1-A241G223,PRIME,PALLET-SINGLE
P-1-F206A390,PRIME_PUTBACK,PALLET-SINGLE
P-1-A248E413,PRIME,PALLET-SINGLE
P-1-A240D332,PRIME,PALLET-SINGLE
P-1-A231D300,PRIME,PALLET-SINGLE
P-1-F310A255,PRIME_PUTBACK,PALLET-SINGLE
P-1-A215A212,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A217D273,PRIME,PALLET-SINGLE
P-1-A232A250,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A248F300,PRIME,PALLET-SINGLE
P-1-A228C352,PRIME,PALLET-SINGLE
P-5-C283A618,RANDOM_STOW,PALLET-SINGLE
P-1-F205A200,PRIME_PUTBACK,PALLET-SINGLE
P-1-A217E353,PRIME,PALLET-SINGLE
P-1-A217E231,PRIME,PALLET-SINGLE
P-1-A238C473,PRIME,PALLET-SINGLE
P-5-C197A318,RANDOM_STOW,PALLET-SINGLE
P-1-A233A261,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A232A272,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A210A261,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A229F350,PRIME,PALLET-SINGLE
P-1-A225F392,PRIME,PALLET-SINGLE
P-1-A245F490,PRIME,PALLET-SINGLE
P-1-B247A300,PRIME_PUTBACK,PALLET-SINGLE
P-1-A216E242,PRIME,PALLET-SINGLE
P-1-A233A211,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A217G350,PRIME,PALLET-SINGLE
P-1-A231A313,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A245D492,PRIME,PALLET-SINGLE
P-1-A216G282,PRIME,PALLET-SINGLE
P-1-A237E343,PRIME,PALLET-SINGLE
P-1-A213B251,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A225E421,PRIME,PALLET-SINGLE
P-1-A249F463,PRIME,PALLET-SINGLE
P-1-A217F240,PRIME,PALLET-SINGLE
P-1-A226G423,PRIME,PALLET-SINGLE
P-1-A240A372,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A232A342,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A236C312,PRIME,PALLET-SINGLE
P-1-A230G412,PRIME,PALLET-SINGLE
P-1-A228B212,PRIME,PALLET-SINGLE
P-1-A231B310,PRIME,PALLET-SINGLE
P-1-A241C421,PRIME,PALLET-SINGLE
P-1-A217D231,PRIME,PALLET-SINGLE
P-5-C214A484,RANDOM_STOW,PALLET-SINGLE
P-1-A233E373,PRIME,PALLET-SINGLE
P-1-A238D351,PRIME,PALLET-SINGLE
P-1-A241A303,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A241F270,PRIME,PALLET-SINGLE
P-1-A230F391,PRIME,PALLET-SINGLE
P-1-A239B280,PRIME,PALLET-SINGLE
P-1-A230G401,PRIME,PALLET-SINGLE
P-1-A226F422,PRIME,PALLET-SINGLE
P-1-A234E491,PRIME,PALLET-SINGLE
P-1-A229D413,PRIME,PALLET-SINGLE
P-1-A217F241,PRIME,PALLET-SINGLE
P-1-A224F451,PRIME,PALLET-SINGLE
P-1-A220E331,PRIME,PALLET-SINGLE
P-1-A224A451,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A218C500,PRIME,PALLET-SINGLE
P-1-A235A201,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A236F303,PRIME,PALLET-SINGLE
P-1-A238E272,PRIME,PALLET-SINGLE
P-1-A245E492,PRIME,PALLET-SINGLE
P-1-A239D293,PRIME,PALLET-SINGLE
P-1-F202A220,PRIME_PUTBACK,PALLET-SINGLE
P-1-A233A342,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A233A332,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A237E412,PRIME,PALLET-SINGLE
P-1-A249G321,PRIME,PALLET-SINGLE
P-1-A211D282,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F208A490,PRIME_PUTBACK,PALLET-SINGLE
P-1-A228D293,PRIME,PALLET-SINGLE
P-1-A221B383,PRIME,PALLET-SINGLE
P-1-A248G230,PRIME,PALLET-SINGLE
P-1-A218E210,PRIME,PALLET-SINGLE
P-1-A236E372,PRIME,PALLET-SINGLE
P-1-A225E340,PRIME,PALLET-SINGLE
P-1-A248G331,PRIME,PALLET-SINGLE
P-1-A237G340,PRIME,PALLET-SINGLE
P-1-F209A470,PRIME_PUTBACK,PALLET-SINGLE
P-1-A245D491,PRIME,PALLET-SINGLE
P-1-A229G352,PRIME,PALLET-SINGLE
P-1-A225A323,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-5-B211A300,RANDOM_STOW,PALLET-SINGLE
P-1-A243G233,PRIME,PALLET-SINGLE
P-1-A249E422,PRIME,PALLET-SINGLE
P-1-A218D432,PRIME,PALLET-SINGLE
P-1-A224F433,PRIME,PALLET-SINGLE
P-1-A228B253,PRIME,PALLET-SINGLE
P-1-A236C313,PRIME,PALLET-SINGLE
P-1-A233D333,PRIME,PALLET-SINGLE
P-1-A217B373,PRIME,PALLET-SINGLE
P-1-A225A440,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A217D430,PRIME,PALLET-SINGLE
P-1-A217E313,PRIME,PALLET-SINGLE
P-1-A233A230,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A221G411,PRIME,PALLET-SINGLE
P-1-A237F343,PRIME,PALLET-SINGLE
P-1-A237G341,PRIME,PALLET-SINGLE
P-1-A233G453,PRIME,PALLET-SINGLE
P-1-A232A420,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A245E490,PRIME,PALLET-SINGLE
P-1-A232G233,PRIME,PALLET-SINGLE
P-5-C286A530,RANDOM_STOW,PALLET-SINGLE
P-1-A235F442,PRIME,PALLET-SINGLE
P-1-A212E252,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A240D290,PRIME,PALLET-SINGLE
P-1-A217E232,PRIME,PALLET-SINGLE
P-1-A241G233,PRIME,PALLET-SINGLE
P-1-A217G242,PRIME,PALLET-SINGLE
P-1-A225E400,PRIME,PALLET-SINGLE
P-1-A229C400,PRIME,PALLET-SINGLE
P-1-A241G441,PRIME,PALLET-SINGLE
P-1-A232A392,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A240D280,PRIME,PALLET-SINGLE
P-1-A237G421,PRIME,PALLET-SINGLE
P-1-A232A362,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-A217F483,PRIME,PALLET-SINGLE
P-1-A211D263,DIRECTED_MULTI_ASIN,PALLET-SINGLE
P-1-F301A390,PRIME_PUTBACK,PALLET-SINGLE
