error_id,user_id,error_date,error_time,asin,old_container,new_container,process,job_action,violation,feedback_status,feedback_motive,quantity,created_at
613f2ced-626e-4bf2-9376-7ff831664217,oivanovf,2025-09-21,07:35:23,B0D3KTV66M,tspt0000378,P-2-B263C330,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,1,2025-09-28 21:45:38
8a947e8f-d38d-492f-938f-1f0ec44f48cc,oivanovf,2025-09-21,07:35:36,B0D3HMH7ZN,tspt0000378,P-2-B263C330,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,1,2025-09-28 21:45:38
9720a3d6-7dde-4237-af06-2347ff012778,oivanovf,2025-09-21,07:36:19,B0D3HMH7ZN,tspt0000378,P-2-B263C312,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,2,2025-09-28 21:45:38
952397c2-f24a-494e-84a6-4294bdd1d3fe,moufidmo,2025-09-21,07:43:26,B0DR2XNV3T,tsJCART00159,P-3-C175A251,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,1,2025-09-28 21:45:38
cf6c6813-993d-4be1-ad87-612ae15a46aa,haelabbo,2025-09-21,09:15:41,B0DZFV6R6R,tsJCART00052,P-3-C195C390,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,1,2025-09-28 21:45:38
ca74a021-5298-4cd9-b544-63b95420636b,laitabde,2025-09-21,09:22:25,B076XYXFH8,tspt0000433,P-3-C244B530,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
6f0fe50c-416c-4cc5-94de-ffcf34015cab,laitabde,2025-09-21,09:29:27,B076XYXFH8,tspt0000433,P-3-C245B580,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
491e2a31-cc7b-4caa-9573-5c2bc984c8e3,laitabde,2025-09-21,09:30:38,B076XYXFH8,tspt0000433,P-3-C245B581,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
49d1f709-5ff2-47c7-b895-5a4e1523aba3,gergecs,2025-09-21,09:41:15,B0D5439J1P,tsJCART00180,P-3-C181B491,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
03ab8d77-b579-41a4-b36a-a6f5af236e1d,nmartpab,2025-09-21,10:13:39,B0772W3Q4T,tspt0000183,P-3-B233C302,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,7,2025-09-28 21:45:38
e791abaa-795b-41b5-a32a-3af55d5592b0,nmartpab,2025-09-21,10:14:14,B0772W3Q4T,tspt0000183,P-3-B233C291,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,3,2025-09-28 21:45:38
42eb3a5e-d2fe-46c6-ae97-92fd9fc3d5c5,laitabde,2025-09-21,10:15:27,B0BZVRPMQ7,tspt0000340,P-3-C176B402,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
18ed8942-a4bd-4cb9-b8c4-851753602fb0,gergecs,2025-09-21,10:16:21,B0C3DJHY5L,tsJCART00160,P-3-C175C412,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,4,2025-09-28 21:45:38
eb5e2063-6f18-4869-bd31-d859e4df8c41,laitabde,2025-09-21,10:19:02,B09NW98826,tspt0000340,P-3-C176B402,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
ec4a4aa2-7505-4e2c-8f88-e6c01301e090,yoksansa,2025-09-21,11:12:55,B0DDDBJBPQ,tspt0000354,P-3-C220B532,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
9b4b2129-4e4b-45c1-8b09-d947005d5272,laitabde,2025-09-21,11:16:31,B0DT6Q5JTP,tsJCART00003,P-3-C242B580,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
022cb78f-32cf-4c1f-86bb-19eccbd76d80,laitabde,2025-09-21,11:16:51,B09Z6X261D,tsJCART00003,P-3-C242B532,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
4f027dfe-67f9-402a-9983-23aaa6e630a3,laitabde,2025-09-21,11:17:37,B00RYQVDWM,tsJCART00003,P-3-C241B580,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
49cba79e-6a0c-4a1a-b459-61f23b513496,merchfer,2025-09-21,11:19:33,B0D7Q6M2NV,tsJCART00062,P-3-C287B460,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,3,2025-09-28 21:45:38
f7ac0259-210c-43ef-b6f7-c7d39559dd1f,merchfer,2025-09-21,11:20:19,B0D7Q6M2NV,tsJCART00062,P-3-C296B460,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,2,2025-09-28 21:45:38
51d31776-d9e2-416e-a585-3bb4010180a4,merchfer,2025-09-21,11:22:42,B0D7Q6M2NV,tsJCART00062,P-3-C302B470,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,9,2025-09-28 21:45:38
d62e18fd-c9f3-4fff-bbd2-916a40a21b8f,merchfer,2025-09-21,11:24:31,B0D7Q6M2NV,tsJCART00062,P-3-C302B471,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,7,2025-09-28 21:45:38
b62d170d-b6fd-4232-af51-2c6eddf70157,nmartpab,2025-09-21,11:23:12,B0D7Q6M2NV,tsJCART00173,P-3-C216C460,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,3,2025-09-28 21:45:38
aa8a499c-5a10-4223-ac47-dc10d7c31139,nmartpab,2025-09-21,11:23:43,B0D7Q6M2NV,tsJCART00173,P-3-C226C460,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,1,2025-09-28 21:45:38
8ebe72c5-8591-48dd-9ab2-a44ae56f0b2d,nmartpab,2025-09-21,11:24:57,B0D7Q6M2NV,tsJCART00173,P-3-C225C461,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,7,2025-09-28 21:45:38
3594564a-b7b6-4723-ab84-e39e5f6d3660,nmartpab,2025-09-21,11:26:12,B0D7Q6M2NV,tsJCART00173,P-3-C228C482,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,5,2025-09-28 21:45:38
4ca46484-01aa-4061-84b2-5727a2c2c58a,nmartpab,2025-09-21,11:27:07,B0D7Q6M2NV,tsJCART00173,P-3-C227C480,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,5,2025-09-28 21:45:38
57290ac7-af52-4492-8bfa-cdcb14576de6,gergecs,2025-09-21,11:29:11,B0CRCC18LD,tspt0000522,P-3-C246C622,Stow,EachStowed,Stow -  PetFood en PT,pending,,1,2025-09-28 21:45:38
f9d03dfe-073e-49ab-b387-4339b558230b,sorkdumi,2025-09-21,11:31:48,B09YCVB641,paX2typ2nzp,P-1-A212B233,Stow,PalletStowed,Menú incorrecto 38.3 ubicando paX TL,pending,,1,2025-09-28 21:45:38
baa7304e-2610-4cb6-9299-866bdf36d315,navarwgr,2025-09-21,11:57:55,B0F3C8PKHH,paX2u16egrp,P-1-A212B273,Stow,PalletStowed,Menú incorrecto 38.3 ubicando paX TL,pending,,1,2025-09-28 21:45:38
c55cc595-9c2b-48cb-b17e-437337f3a4f3,nmartpab,2025-09-21,11:59:58,B087RTZT7C,tspt0000412,P-3-C226B642,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
54073044-30a7-4dcb-bffd-ef01de9348b7,laitabde,2025-09-21,12:05:18,B077YFQMKK,tspt0000493,P-3-C203B641,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
569cbc10-e724-42f7-92e7-19efc0180ff4,bmarioal,2025-09-21,12:28:11,B0FPGNXQZT,paX2typmh4d,P-1-A215F212,Stow,PalletStowed,Menú incorrecto 38.3 ubicando paX TL,pending,,1,2025-09-28 21:45:38
45d0ce0b-0861-4e9b-937e-3ad5b26f8b10,bmarioal,2025-09-21,12:31:20,B00BOMRBV4,paX2typ6wk1,P-1-A214F240,Stow,PalletStowed,Menú incorrecto 38.2 ubicando paX estándar,pending,,1,2025-09-28 21:45:38
76c94d33-4cbe-43eb-bd3d-35b080be8e2e,navarwgr,2025-09-21,12:45:53,B00OBBUBSU,paX2u1682rx,P-1-A242B333,Stow,PalletStowed,Peso < 5 ubicado en Shelf C o B,pending,,1,2025-09-28 21:45:38
16cedd7f-814c-4165-95e2-cb8f154484ec,irenetis,2025-09-21,12:53:11,B0CTKDYTBV,tsJCART00191,P-3-C194B220,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,2,2025-09-28 21:45:38
21bf8c3c-a97d-4408-ad3f-2928574afe1e,irenetis,2025-09-21,13:00:05,B0CTKDYTBV,tspt0000107,P-3-C191B260,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
9db3514e-184b-4c95-92cc-ed05a3583da0,irenetis,2025-09-21,13:05:53,B0CTKDYTBV,tspt0000107,P-3-C190B582,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,2,2025-09-28 21:45:38
aca8742e-8f34-4a30-9e21-7666f2e3706b,laitabde,2025-09-21,13:11:58,B0D3KSTN5S,tspt0000098,P-2-B279C352,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,5,2025-09-28 21:45:38
bab5a801-05ef-4347-9b1b-0e4898479485,bmarioal,2025-09-21,13:10:12,B0D9QGW2M6,paX2u2hpnxt,P-1-A206F302,Stow,PalletStowed,Menú incorrecto 38.2 ubicando paX estándar,pending,,1,2025-09-28 21:45:38
587200d6-f3c9-4b35-9336-1fa6233fbd27,bmarioal,2025-09-21,13:12:33,B0D9QGW2M6,paX2u2hpn2d,P-1-A206E302,Stow,PalletStowed,Menú incorrecto 38.2 ubicando paX estándar,pending,,1,2025-09-28 21:45:38
ee1f55b3-80a8-42aa-bf9f-3d182c2827bf,irenetis,2025-09-21,13:13:59,B0CTKDYTBV,tspt0000380,P-3-B219B262,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
b60f5f5f-957f-4204-8de8-8c3c3147edd1,irenetis,2025-09-21,13:14:13,B0CTKDYTBV,tspt0000380,P-3-B219B261,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
7cc9514e-ce4c-4c06-8146-f16fb10b1a56,bmarioal,2025-09-21,13:22:01,B09YD3M7VQ,paX2typchs1,P-1-A214G283,Stow,PalletStowed,Menú incorrecto 38.3 ubicando paX TL,pending,,1,2025-09-28 21:45:38
de670ad4-81f7-4011-893d-eb0edb13837a,laitabde,2025-09-21,13:31:41,B0B9BSG8B7,tsJCART00013,P-2-B293A360,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,2,2025-09-28 21:45:38
b22f9cd3-57f9-4f4e-9f89-4eb7309499ae,irenetis,2025-09-21,13:31:18,B0838QXCQH,tspt0000526,P-3-B264B210,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
ff1bf472-2f0a-4507-ad77-9fcabeb4a79b,nmartpab,2025-09-21,13:31:59,B07V5R3K4L,tsJCART00183,P-3-B225C430,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,1,2025-09-28 21:45:38
0965c161-99a6-4a06-a244-f0cf883a8318,laitabde,2025-09-21,13:32:28,B0B9BSG8B7,tsJCART00013,P-2-B293A321,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,1,2025-09-28 21:45:38
285d3dca-0d92-4518-b414-214f73b3e917,nmartpab,2025-09-21,13:38:34,B08GCQJNDF,tsJCART00183,P-3-B282C352,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,1,2025-09-28 21:45:38
6bd57e1e-1e8a-49ea-ab3c-3206c52b5da0,yoksansa,2025-09-21,13:38:40,B0CRZ6KCMR,tspt0000493,P-3-B205B260,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
953020ff-ceca-4c7e-9f3f-17240a2413a0,laitabde,2025-09-21,13:46:58,B0B9BSG8B7,tsJCART00195,P-2-B293A320,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,2,2025-09-28 21:45:38
f3203f7d-0b53-4f74-8fea-994ec2330652,bmarioal,2025-09-21,13:46:53,B083MBL9XY,paX2u87reft,P-1-A215F253,Stow,PalletStowed,Stow paX estándar en Bin TL - HRK,pending,,1,2025-09-28 21:45:38
9e9f9495-06a5-439b-b4fb-6f3b038c5990,laitabde,2025-09-21,13:50:25,B0B9BSG8B7,tsJCART00195,P-2-B294B250,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,1,2025-09-28 21:45:38
c02f8709-9f0d-499f-9400-85e86713dbc4,laitabde,2025-09-21,13:51:27,B0B9BSG8B7,tsJCART00050,P-2-B294B250,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,1,2025-09-28 21:45:38
213b5d2f-32ce-4048-b066-af659a2e72a8,irenetis,2025-09-21,13:52:34,B0DDDBJBPQ,tspt0000512,P-3-C180B401,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
509452c5-1220-4f88-a5bc-fff7ce436a91,laitabde,2025-09-21,13:54:46,B0B9BSG8B7,tsJCART00050,P-2-B279A262,Stow,EachStowed,Menú incorrecto 36.2 ubicando peso estándar,pending,,2,2025-09-28 21:45:38
904cc1a5-ebea-4899-be01-69d719684610,sorkdumi,2025-09-21,13:56:36,B09N3V7T9D,paX2j2k05dj,P-1-A213F262,Stow,PalletStowed,Menú incorrecto 38.3 ubicando paX TL,pending,,1,2025-09-28 21:45:38
11150357-d0e7-4d08-86b6-cf110011e21e,yoksansa,2025-09-21,14:36:04,B0CKZCHD8P,tsJCART00033,P-3-C191B621,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
07d74eb5-b499-435c-8d81-6e98847ce7d1,laitabde,2025-09-21,14:41:58,B085DKP638,tspt0000354,P-3-C191C722,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,1,2025-09-28 21:45:38
4e31c254-0e5c-42e1-b120-c609ba92594e,ginetspe,2025-09-21,14:48:56,B0B295DR7V,tsJCART00015,P-3-C195B470,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
4f335025-453e-4b14-bd1d-a762f0d3e614,yoksansa,2025-09-21,14:51:52,B085DKP638,tsJCART00176,P-3-C203B541,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,2,2025-09-28 21:45:38
3c90d4f1-dea5-406c-a87f-4282a1b09fa3,yoksansa,2025-09-21,14:54:03,B0CTKDYTBV,tsJCART00176,P-3-C203B582,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,2,2025-09-28 21:45:38
a502e7bf-217b-4fb2-b69e-660f55b26731,ginetspe,2025-09-21,14:55:03,B0B295DR7V,tsJCART00015,P-3-C195B472,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,2,2025-09-28 21:45:38
f4778eb7-acac-4692-a1cc-ddb67e150f0a,yoksansa,2025-09-21,14:55:17,B085DM9QM6,tsJCART00176,P-3-C204C612,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,1,2025-09-28 21:45:38
cd288b84-f76d-409f-9530-27bb0e61f559,nmartpab,2025-09-21,14:56:46,B0D1RGF88B,tsJCART00013,P-3-C198C521,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,1,2025-09-28 21:45:38
80878e1b-76b9-44a9-a7c6-f94a638b7d9c,oivanovf,2025-09-21,15:01:15,B0CWLR5G25,tspt0000205,P-1-B207B351,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,6,2025-09-28 21:45:38
7be8b923-4943-462d-8603-16f80f8e09c6,yoksansa,2025-09-21,15:02:03,B085DKP638,tsJCART00191,P-3-C206C611,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,1,2025-09-28 21:45:38
055ae7c0-bc19-4452-8b3e-ab6388baae22,ginetspe,2025-09-21,15:04:12,B09FLGM9Y8,tsJCART00128,P-3-C194B480,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,4,2025-09-28 21:45:38
0acda960-d76f-4e0d-a349-5ddff52002e5,ginetspe,2025-09-21,15:04:50,B09FLGM9Y8,tsJCART00128,P-3-C193C500,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,2,2025-09-28 21:45:38
209dbd29-32d0-40ec-9b2f-1ae54f467a69,yoksansa,2025-09-21,15:06:08,B0CTKDYTBV,tsJCART00191,P-3-C204B680,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,2,2025-09-28 21:45:38
2b68cd5c-aa00-4f9d-97b4-473fae58f822,yoksansa,2025-09-21,15:06:50,B0CTKDYTBV,tsJCART00191,P-3-C204B640,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,2,2025-09-28 21:45:38
c47e34ef-7aa9-441f-aca0-ceba5054de1b,minaiard,2025-09-21,15:06:46,B085DN85SW,tspt0000577,P-3-B219B391,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,1,2025-09-28 21:45:38
925453d0-5bb6-4863-89ef-c82e79c5dcd0,laitabde,2025-09-21,15:07:15,B07Y2DZD8R,tsJCART00026,P-3-C202B532,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,2,2025-09-28 21:45:38
bce269d4-398c-44ea-827d-0cadf60eee19,irenetis,2025-09-21,15:08:44,B0DK51HDGB,tsJCART00108,P-3-C259B531,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,2,2025-09-28 21:45:38
ddbf1b9b-e52f-43a2-88cc-ab2ab3cbfe3b,nmartpab,2025-09-21,15:14:19,B0CRZ6KCMR,tspt0000494,P-3-C199B531,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
14568dc9-bf92-4495-98cc-1779adf526fb,laitabde,2025-09-21,15:26:59,B0DXBK673W,tsJCART00026,P-3-C175B182,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,12,2025-09-28 21:45:38
23e3228a-7a01-41af-beb7-75857dae77a1,sorkdumi,2025-09-21,15:19:26,B01IUQZRGW,paX2u87r6p3,P-1-F204A380,Stow,PalletStowed,Menú incorrecto 38.3 ubicando paX TL,pending,,1,2025-09-28 21:45:38
bf058439-12ae-42a6-b958-03e65b26678e,irenetis,2025-09-21,15:23:41,B0CTKDYTBV,tsJCART00173,P-3-C262B470,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,2,2025-09-28 21:45:38
a5b8a216-56ff-41c7-8d35-ba83eff3db7b,irenetis,2025-09-21,15:24:39,B0DJ7MYQ7X,tsJCART00173,P-3-C261B471,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
a7d5a628-9bc7-4b1a-a083-7b30daeb1cd4,placderb,2025-09-21,15:25:39,B0D54S91JH,tspt0000169,P-1-B208B331,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,2,2025-09-28 21:45:38
acf451d7-149a-442a-b4ab-e50b90cc0d8f,irenetis,2025-09-21,15:25:29,B0DJ7MYQ7X,tsJCART00173,P-3-C262B531,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
fcea83b7-092d-40bd-9fa1-39aa90324912,irenetis,2025-09-21,15:25:43,B0DJ7MYQ7X,tsJCART00173,P-3-C261B531,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
d5b0c56e-0997-4049-89cb-e7fdc4315fad,uantonsa,2025-09-21,15:58:00,B0DFPJQKVH,tspt0000650,P-3-C181B581,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
a13ca8de-a8a6-43fc-8586-8a8a0744c4ee,uantonsa,2025-09-21,16:08:05,B0D7Q6M2NV,tsJCART00148,P-3-B240C401,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,4,2025-09-28 21:45:38
a5f5a53d-e233-4ad2-9072-278b48801073,uantonsa,2025-09-21,16:08:30,B0D7Q6M2NV,tsJCART00148,P-3-B240C402,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,2,2025-09-28 21:45:38
64644018-10cc-44d3-afb8-cb01ccd3de3d,uantonsa,2025-09-21,16:09:00,B0D7Q6M2NV,tsJCART00148,P-3-B239C402,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,2,2025-09-28 21:45:38
a3bf0f05-54c7-4b08-9bb3-e794123a0fc6,uantonsa,2025-09-21,16:09:24,B0D7Q6M2NV,tsJCART00148,P-3-B240C412,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,2,2025-09-28 21:45:38
d7b0a014-7235-4bed-94c2-b0b964b9e5bc,uantonsa,2025-09-21,16:10:11,B0D7Q6M2NV,tsJCART00148,P-3-B239C382,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,2,2025-09-28 21:45:38
e1bdf3eb-f1c7-4dc0-a818-02fcc270bf8a,uantonsa,2025-09-21,16:10:42,B0D7Q6M2NV,tsJCART00148,P-3-B239C381,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,2,2025-09-28 21:45:38
7bcf37a7-8127-4ef4-bd96-57edbffb4041,uantonsa,2025-09-21,16:11:16,B0D7Q6M2NV,tsJCART00148,P-3-B240C380,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,2,2025-09-28 21:45:38
0b8fcc89-2433-4d8c-a057-8319db059a83,uantonsa,2025-09-21,16:12:36,B0D7Q6M2NV,tsJCART00148,P-3-B240C351,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,5,2025-09-28 21:45:38
18024fc8-58c8-40c4-be60-31ad7ddaef9d,moralmaz,2025-09-21,16:27:15,B07SFJLJD1,tspt0000023,P-3-C272B541,Stow,EachStowed,Stow - Arena de Gatos en PT,pending,,2,2025-09-28 21:45:38
6ffcd47a-a351-4a44-a4a7-4f265b1aa226,uantonsa,2025-09-21,16:32:33,B007WVIBK6,tspt0000482,P-3-C254C460,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,6,2025-09-28 21:45:38
ef6d2b8f-2e91-436f-999e-97dc274290d9,mulamrin,2025-09-21,17:04:34,B0068M12E2,tsJCART00020,P-3-C214A530,Stow,EachStowed,Artículo < 70cm ubicado en Barrel,pending,,5,2025-09-28 21:45:38
0b5c7c3c-844b-46ec-b621-eb85158fab27,gomezqsa,2025-09-21,17:22:23,B0DP6W3FXZ,tspt0000482,P-3-C179C712,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,5,2025-09-28 21:45:38
661e7006-499c-413a-8133-ccfcddb4aff2,uantonsa,2025-09-21,17:40:52,B091TV546Z,tspt0000569,P-3-C273C461,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,1,2025-09-28 21:45:38
2196220e-8058-4cbf-90e3-66a293509152,uantonsa,2025-09-21,17:47:05,B085DKP638,tspt0000569,P-3-C274C552,Stow,EachStowed,Ropa Ubicada en Bins B o C,pending,,1,2025-09-28 21:45:38
8073f771-e879-46ba-baed-73faede4cba3,mulamrin,2025-09-21,17:55:45,B0DGXKCR9B,tspt0000284,P-3-C198B472,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
d50b3955-1dee-426d-8536-2ed6e884de21,mulamrin,2025-09-21,17:56:13,B0DGXKCR9B,tspt0000284,P-3-C198B491,Stow,EachStowed,Peso > 5 ubicado Library B (Vertical),pending,,1,2025-09-28 21:45:38
57a1cf4a-4ad3-449c-b484-95d1d293fe03,gomezqsa,2025-09-21,18:06:56,B0060LWRA4,tsJCART00009,P-3-C224C590,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,6,2025-09-28 21:45:38
b17088fb-5944-4dd9-8905-fd369c9a842c,gomezqsa,2025-09-21,18:07:26,B0060LWRA4,tsJCART00009,P-3-C223C592,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,4,2025-09-28 21:45:38
51bcff5a-2943-4981-be64-68f460dcb24b,moralmaz,2025-09-21,18:09:00,B0DGXGDYCW,tspt0000355,P-3-C288B500,Stow,EachStowed,Peso < 5 ubicado en Shelf C o B,pending,,1,2025-09-28 21:45:38
